condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,rmse_ratio_vs_reference,beats_reference,practical_improvement_vs_reference
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.658263305322129,3.316526610644258,26.532212885154063,38.59459459459459,19.297297297297295,0.03617968817426956,0.059618223976228235,1.0649361183581592,True,True,True,True,1.422248,0.0002948,0.0002948,0.0002948,3.22e-05,3.22e-05,3.22e-05,46032,152,2.1461067700904906,False,False
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.6868131868131868,3.3736263736263736,26.98901098901099,37.9413680781759,18.97068403908795,0.0361183060634183,0.058545694691413804,0.9357514697748762,True,True,True,True,1.422248,0.0002948,0.0002948,0.0002948,3.44e-05,3.44e-05,3.44e-05,46032,152,2.0027633487721483,False,False
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.658263305322129,6.633053221288516,53.06442577030813,38.59459459459459,9.648648648648647,0.01925928727458367,0.027779710127709273,0.49621767807631306,True,True,True,True,1.3980745,0.0003798,0.0003798,0.0003798,3.46e-05,3.46e-05,3.46e-05,92064,296,1.0,False,False
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.020565360850553962,0.02923245760778822,0.4672301749223469,True,True,True,True,1.3980745,0.0003798,0.0003798,0.0003798,3.56e-05,3.56e-05,3.56e-05,92064,296,1.0,False,False
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.658263305322129,6.633053221288516,53.06442577030813,38.59459459459459,9.648648648648647,0.017942244626973972,0.02513880283292308,0.4490442237886652,True,True,True,True,1.3758964,0.0003835,0.0003835,0.0003835,3.42e-05,3.42e-05,3.42e-05,92064,296,0.9049339506191614,True,True
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.019001687494792644,0.026156440986484175,0.41806537997698356,True,True,True,True,1.3758964,0.0003835,0.0003835,0.0003835,4.14e-05,4.14e-05,4.14e-05,92064,296,0.8947739303148935,True,True
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.658263305322129,8.291316526610645,66.33053221288516,38.59459459459459,7.718918918918918,0.017961508742339614,0.02516716589555154,0.4495508616555085,True,True,True,True,1.402781,0.0009181,0.0009181,0.0009181,6.58e-05,6.58e-05,6.58e-05,115080,368,0.9059549498483855,True,True
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.6868131868131868,8.434065934065934,67.47252747252747,37.9413680781759,7.588273615635179,0.019020941868708154,0.02618252654553255,0.4184823124320185,True,True,True,True,1.402781,0.0009181,0.0009181,0.0009181,5.09e-05,5.09e-05,5.09e-05,115080,368,0.8956662794768547,True,True
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.658263305322129,9.949579831932773,79.59663865546219,38.59459459459459,6.4324324324324325,0.022110933789715966,0.03375169318034567,0.6028927855654455,True,True,True,True,1.43645,0.0004459,0.0004459,0.0004459,5.1e-05,5.1e-05,5.1e-05,138096,440,1.21497643514572,False,False
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.6868131868131868,10.12087912087912,80.96703296703296,37.9413680781759,6.323561346362649,0.02506181088095437,0.03849200430267897,0.615227982017526,True,True,True,True,1.43645,0.0004459,0.0004459,0.0004459,4.06e-05,4.06e-05,4.06e-05,138096,440,1.316755669985947,False,False
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.14059705138490597,0.26147751344219855,1.0,,,,,0.0593457,0.0003179,0.0003179,0.0003179,3.86e-05,3.86e-05,3.86e-05,22512,80,,,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15380449309528343,0.28158924729638174,1.0,,,,,0.0593457,0.0003179,0.0003179,0.0003179,3.47e-05,3.47e-05,3.47e-05,22512,80,,,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17354572646356817,0.29674669288827643,1.1348841779232934,,,,,0.0653684,0.000229,0.000229,0.000229,2.88e-05,2.88e-05,2.88e-05,22512,80,,,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.18287821114290245,0.31681257290854076,1.125087608814428,,,,,0.0653684,0.000229,0.000229,0.000229,3e-05,3e-05,3e-05,22512,80,,,
seed-1729__h-16__c-64__segment,1729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.6526610644257702,3.3053221288515404,26.442577030812323,38.72542372881356,19.36271186440678,0.1323647290767649,0.2456129177360273,0.9393271126938484,True,True,True,True,1.3612715,0.0005133,0.0005133,0.0005133,3.66e-05,3.66e-05,3.66e-05,45024,152,1.528847542207042,False,False
seed-1729__h-16__c-64__segment,1729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.6868131868131868,3.3736263736263736,26.98901098901099,37.9413680781759,18.97068403908795,0.13155830716803477,0.23919113449856785,0.8494327705873352,True,True,True,True,1.3612715,0.0005133,0.0005133,0.0005133,3.49e-05,3.49e-05,3.49e-05,45024,152,1.5158648097345424,False,False
seed-1729__h-16__c-64__absolute_geometry,1729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.6526610644257702,6.610644257703081,52.88515406162465,38.72542372881356,9.68135593220339,0.08303165424923195,0.16065232860397635,0.6144020818045972,True,True,True,True,1.3759395,0.0003915,0.0003915,0.0003915,3.35e-05,3.35e-05,3.35e-05,90048,296,1.0,False,False
seed-1729__h-16__c-64__absolute_geometry,1729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.08064478232166936,0.15779186439485648,0.5603618245719997,True,True,True,True,1.3759395,0.0003915,0.0003915,0.0003915,3.58e-05,3.58e-05,3.58e-05,90048,296,1.0,False,False
seed-1729__h-16__c-64__turning_matched,1729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.6526610644257702,6.610644257703081,52.88515406162465,38.72542372881356,9.68135593220339,0.08020268882349887,0.15425090465042607,0.5899203438942153,True,True,True,True,1.3849425,0.0003819,0.0003819,0.0003819,3.5e-05,3.5e-05,3.5e-05,90048,296,0.9601535563836712,True,True
seed-1729__h-16__c-64__turning_matched,1729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.08647167529991265,0.16137306492528528,0.5730796416222347,True,True,True,True,1.3849425,0.0003819,0.0003819,0.0003819,4.38e-05,4.38e-05,4.38e-05,90048,296,1.0226957235353227,False,False
seed-1729__h-16__c-64__turning,1729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.6526610644257702,8.263305322128852,66.10644257703082,38.72542372881356,7.745084745762711,0.08024329296792256,0.15432743848427335,0.5902130414682428,True,True,True,True,1.3680566,0.0005438,0.0005438,0.0005438,4.94e-05,4.94e-05,4.94e-05,112560,368,0.9606299505605396,True,True
seed-1729__h-16__c-64__turning,1729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.6868131868131868,8.434065934065934,67.47252747252747,37.9413680781759,7.588273615635179,0.08650610505879888,0.16146420973170234,0.5734033216181584,True,True,True,True,1.3680566,0.0005438,0.0005438,0.0005438,7.03e-05,7.03e-05,7.03e-05,112560,368,1.0232733503145397,False,False
seed-1729__h-16__c-64__full_relational,1729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.6526610644257702,9.915966386554622,79.32773109243698,38.72542372881356,6.454237288135593,0.09709970005923312,0.18988012205985952,0.7261814584367074,True,True,True,True,1.3847217,0.0004272,0.0004272,0.0004272,3.74e-05,3.74e-05,3.74e-05,135072,440,1.1819319627039613,False,False
seed-1729__h-16__c-64__full_relational,1729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.6868131868131868,10.12087912087912,80.96703296703296,37.9413680781759,6.323561346362649,0.11493679348271993,0.2337242632307404,0.8300184239092698,True,True,True,True,1.3847217,0.0004272,0.0004272,0.0004272,3.97e-05,3.97e-05,3.97e-05,135072,440,1.4812187188933363,False,False
seed-1729__h-1__c-128__raw,1729,1,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.01580220975938122,0.021101774912132262,1.0,,,,,0.0590834,0.0002315,0.0002315,0.0002315,2.76e-05,2.76e-05,2.76e-05,20496,80,,,
seed-1729__h-1__c-128__raw,1729,1,128,,,,baseline,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.016780061727958658,0.022899832935210612,1.0,,,,,0.0590834,0.0002315,0.0002315,0.0002315,2.94e-05,2.94e-05,2.94e-05,20496,80,,,
seed-1729__h-1__c-128__first_difference,1729,1,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.016745246613906625,0.022358497546242306,1.0595553046766462,,,,,0.0669676,0.0002138,0.0002138,0.0002138,2.77e-05,2.77e-05,2.77e-05,20496,80,,,
seed-1729__h-1__c-128__first_difference,1729,1,128,,,,baseline,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.017293883817230123,0.023420996899442305,1.0227584177450637,,,,,0.0669676,0.0002138,0.0002138,0.0002138,2.89e-05,2.89e-05,2.89e-05,20496,80,,,
seed-1729__h-1__c-128__segment,1729,1,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.630252100840336,5.260504201680672,42.08403361344538,48.66453674121406,24.33226837060703,0.014206139741185234,0.018083184097469188,0.8569508571088224,True,True,True,True,2.6643407,0.0003216,0.0003216,0.0003216,3.66e-05,3.66e-05,3.66e-05,40992,152,1.1495588064834925,False,False
seed-1729__h-1__c-128__segment,1729,1,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,2.61624649859944,5.23249299719888,41.85994397759104,48.92505353319058,24.46252676659529,0.01450242302051057,0.018880428170602082,0.8244788607855595,True,True,True,True,2.6643407,0.0003216,0.0003216,0.0003216,6.85e-05,6.85e-05,6.85e-05,40992,152,1.233715203477469,False,False
seed-1729__h-1__c-128__absolute_geometry,1729,1,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.630252100840336,10.521008403361344,84.16806722689076,48.66453674121406,12.166134185303514,0.01238129424052418,0.01573054287912922,0.7454606517523366,True,True,True,True,2.6647923,0.0003425,0.0003425,0.0003425,3.58e-05,3.58e-05,3.58e-05,81984,296,1.0,False,False
seed-1729__h-1__c-128__absolute_geometry,1729,1,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,2.61624649859944,10.46498599439776,83.71988795518207,48.92505353319058,12.231263383297645,0.012282769001617014,0.015303716868677536,0.668289454860898,True,True,True,True,2.6647923,0.0003425,0.0003425,0.0003425,3.68e-05,3.68e-05,3.68e-05,81984,296,1.0,False,False
seed-1729__h-1__c-128__turning_matched,1729,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.630252100840336,10.521008403361344,84.16806722689076,48.66453674121406,12.166134185303514,0.012959933665742262,0.01649628869479248,0.7817488701060922,True,True,True,True,2.6224127,0.0004154,0.0004154,0.0004154,3.49e-05,3.49e-05,3.49e-05,81984,296,1.0486789185565377,False,False
seed-1729__h-1__c-128__turning_matched,1729,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,2.61624649859944,10.46498599439776,83.71988795518207,48.92505353319058,12.231263383297645,0.013468436295411291,0.017207348746219313,0.7514180909049961,True,True,True,True,2.6224127,0.0004154,0.0004154,0.0004154,3.48e-05,3.48e-05,3.48e-05,81984,296,1.1243901657275157,False,False
seed-1729__h-1__c-128__turning,1729,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.630252100840336,13.15126050420168,105.21008403361344,48.66453674121406,9.732907348242811,0.012958221107515563,0.016494284367592912,0.7816538862856357,True,True,True,True,2.5414758,0.0003992,0.0003992,0.0003992,3.9e-05,3.9e-05,3.9e-05,102480,368,1.048551502280128,False,False
seed-1729__h-1__c-128__turning,1729,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,2.61624649859944,13.081232492997199,104.64985994397759,48.92505353319058,9.785010706638117,0.013467018042139461,0.017204414357445293,0.7512899507223878,True,True,True,True,2.5414758,0.0003992,0.0003992,0.0003992,3.68e-05,3.68e-05,3.68e-05,102480,368,1.124198422192321,False,False
seed-1729__h-1__c-128__full_relational,1729,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.630252100840336,15.781512605042018,126.25210084033614,48.66453674121406,8.110756123535676,0.012802474444607017,0.016328107247472433,0.7737788558290775,True,True,True,True,2.5609871,0.0005599,0.0005599,0.0005599,5.48e-05,5.48e-05,5.48e-05,122976,440,1.0379875235670373,False,False
seed-1729__h-1__c-128__full_relational,1729,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,2.61624649859944,15.697478991596638,125.5798319327731,48.92505353319058,8.154175588865098,0.01309844909254213,0.016679888089288775,0.7283847064072639,True,True,True,True,2.5609871,0.0005599,0.0005599,0.0005599,4.07e-05,4.07e-05,4.07e-05,122976,440,1.0899239859453933,False,False
seed-1729__h-4__c-128__raw,1729,4,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.044101826979307195,0.07402505713511623,1.0,,,,,0.0582815,0.0002282,0.0002282,0.0002282,2.79e-05,2.79e-05,2.79e-05,20328,80,,,
seed-1729__h-4__c-128__raw,1729,4,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04716952242011778,0.07745543912480651,1.0,,,,,0.0582815,0.0002282,0.0002282,0.0002282,2.96e-05,2.96e-05,2.96e-05,20328,80,,,
seed-1729__h-4__c-128__first_difference,1729,4,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.0446080563693272,0.06528029161317034,0.8818674937868096,,,,,0.0623638,0.000215,0.000215,0.000215,2.85e-05,2.85e-05,2.85e-05,20328,80,,,
seed-1729__h-4__c-128__first_difference,1729,4,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04400317883378237,0.0651742495102562,0.8414418696308568,,,,,0.0623638,0.000215,0.000215,0.000215,2.97e-05,2.97e-05,2.97e-05,20328,80,,,
seed-1729__h-4__c-128__segment,1729,4,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.627450980392157,5.254901960784314,42.03921568627451,48.71641791044776,24.35820895522388,0.035606125778346626,0.05464144495450217,0.7381479605583606,True,True,True,True,2.6645762,0.0002798,0.0002798,0.0002798,3.32e-05,3.32e-05,3.32e-05,40656,152,1.827994417496558,False,False
seed-1729__h-4__c-128__segment,1729,4,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.618131868131868,5.236263736263736,41.89010989010989,48.889821615949636,24.444910807974818,0.03653042544290117,0.05729131793239917,0.7396681056844023,True,True,True,True,2.6645762,0.0002798,0.0002798,0.0002798,3.5e-05,3.5e-05,3.5e-05,40656,152,1.840331185662573,False,False
seed-1729__h-4__c-128__absolute_geometry,1729,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.627450980392157,10.509803921568627,84.07843137254902,48.71641791044776,12.17910447761194,0.02003988020016876,0.02989147255128587,0.403802086862637,True,True,True,True,2.6933042,0.0004983,0.0004983,0.0004983,4.74e-05,4.74e-05,4.74e-05,81312,296,1.0,False,False
seed-1729__h-4__c-128__absolute_geometry,1729,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.618131868131868,10.472527472527473,83.78021978021978,48.889821615949636,12.222455403987409,0.021931145092443337,0.031130982498551,0.40192119301510404,True,True,True,True,2.6933042,0.0004983,0.0004983,0.0004983,5.4e-05,5.4e-05,5.4e-05,81312,296,1.0,False,False
seed-1729__h-4__c-128__turning_matched,1729,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.627450980392157,10.509803921568627,84.07843137254902,48.71641791044776,12.17910447761194,0.023179294777581686,0.035286918356471214,0.47668883648495963,True,True,True,True,2.6462999,0.0003709,0.0003709,0.0003709,3.54e-05,3.54e-05,3.54e-05,81312,296,1.1805011712262814,False,False
seed-1729__h-4__c-128__turning_matched,1729,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.618131868131868,10.472527472527473,83.78021978021978,48.889821615949636,12.222455403987409,0.027377992134061835,0.04169180015034789,0.5382682045500834,True,True,True,True,2.6462999,0.0003709,0.0003709,0.0003709,3.72e-05,3.72e-05,3.72e-05,81312,296,1.3392381738124854,False,False
seed-1729__h-4__c-128__turning,1729,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.627450980392157,13.137254901960784,105.09803921568627,48.71641791044776,9.743283582089553,0.023173242902950607,0.03527219645270353,0.4764899591812811,True,True,True,True,2.6276891,0.0004635,0.0004635,0.0004635,5.51e-05,5.51e-05,5.51e-05,101640,368,1.180008659398956,False,False
seed-1729__h-4__c-128__turning,1729,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,2.618131868131868,13.090659340659341,104.72527472527473,48.889821615949636,9.777964323189925,0.027370656218817183,0.04167445869494322,0.5380443151034465,True,True,True,True,2.6276891,0.0004635,0.0004635,0.0004635,4.67e-05,4.67e-05,4.67e-05,101640,368,1.3386811256883064,False,False
seed-1729__h-4__c-128__full_relational,1729,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.627450980392157,15.764705882352942,126.11764705882354,48.71641791044776,8.119402985074627,0.02308183845744213,0.03483803793493245,0.47062493813876277,True,True,True,True,2.6273607,0.0004062,0.0004062,0.0004062,3.71e-05,3.71e-05,3.71e-05,121968,440,1.1654841652635073,False,False
seed-1729__h-4__c-128__full_relational,1729,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,2.618131868131868,15.708791208791208,125.67032967032966,48.889821615949636,8.148303602658272,0.02653309185895669,0.04021927880247294,0.5192569980484687,True,True,True,True,2.6273607,0.0004062,0.0004062,0.0004062,3.96e-05,3.96e-05,3.96e-05,121968,440,1.2919373426246652,False,False
seed-1729__h-16__c-128__raw,1729,16,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1713622520101355,0.29935926822130265,1.0,,,,,0.0652438,0.0002204,0.0002204,0.0002204,2.93e-05,2.93e-05,2.93e-05,19824,80,,,
seed-1729__h-16__c-128__raw,1729,16,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.17990204832079998,0.30595235397035986,1.0,,,,,0.0652438,0.0002204,0.0002204,0.0002204,3e-05,3e-05,3e-05,19824,80,,,
seed-1729__h-16__c-128__first_difference,1729,16,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16062538794836606,0.24572423735350973,0.8208339057398317,,,,,0.0618191,0.0002205,0.0002205,0.0002205,2.85e-05,2.85e-05,2.85e-05,19824,80,,,
seed-1729__h-16__c-128__first_difference,1729,16,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.15572420899641606,0.2383128069616963,0.7789213054552397,,,,,0.0618191,0.0002205,0.0002205,0.0002205,3.14e-05,3.14e-05,3.14e-05,19824,80,,,
seed-1729__h-16__c-128__segment,1729,16,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.619047619047619,5.238095238095238,41.904761904761905,48.872727272727275,24.436363636363637,0.12708935210994435,0.21136123093330444,0.706045388837117,True,True,True,True,2.5806545,0.0002675,0.0002675,0.0002675,3.16e-05,3.16e-05,3.16e-05,39648,152,1.3156761382489641,False,False
seed-1729__h-16__c-128__segment,1729,16,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.618131868131868,5.236263736263736,41.89010989010989,48.889821615949636,24.444910807974818,0.1308320823513051,0.2301141891493884,0.752124264328038,True,True,True,True,2.5806545,0.0002675,0.0002675,0.0002675,3.33e-05,3.33e-05,3.33e-05,39648,152,1.2849103951312706,False,False
seed-1729__h-16__c-128__absolute_geometry,1729,16,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.619047619047619,10.476190476190476,83.80952380952381,48.872727272727275,12.218181818181819,0.08536091644003163,0.16064837294579615,0.5366407190274,True,True,True,True,2.6218653,0.0003759,0.0003759,0.0003759,3.64e-05,3.64e-05,3.64e-05,79296,296,1.0,False,False
seed-1729__h-16__c-128__absolute_geometry,1729,16,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.618131868131868,10.472527472527473,83.78021978021978,48.889821615949636,12.222455403987409,0.09512423175771113,0.17908967817625848,0.5853515289299208,True,True,True,True,2.6218653,0.0003759,0.0003759,0.0003759,3.92e-05,3.92e-05,3.92e-05,79296,296,1.0,False,False
seed-1729__h-16__c-128__turning_matched,1729,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.619047619047619,10.476190476190476,83.80952380952381,48.872727272727275,12.218181818181819,0.11527766721037555,0.21522200589397106,0.7189421833262475,True,True,True,True,2.5709126,0.0003704,0.0003704,0.0003704,3.65e-05,3.65e-05,3.65e-05,79296,296,1.3397085942886482,False,False
seed-1729__h-16__c-128__turning_matched,1729,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.618131868131868,10.472527472527473,83.78021978021978,48.889821615949636,12.222455403987409,0.1346029006514251,0.2591198993683273,0.8469289286574027,True,True,True,True,2.5709126,0.0003704,0.0003704,0.0003704,3.63e-05,3.63e-05,3.63e-05,79296,296,1.4468723267976604,False,False
