condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,signal,n_examples,mae,rmse,candidate_rmse_ratio_vs_control
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,chirp,52,0.08311501930568371,0.09395403478312599,0.44944674174243565
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,ramp,52,0.012198251779542127,0.014185464763887668,1.0456951874199192
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,52,0.011092651535490272,0.014022630015187347,1.0444427988892342
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,first_order_response,52,0.011978884934205986,0.015057403806907543,1.043292281818524
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,second_order_response,52,0.011385177415286654,0.014286815879203506,1.037179814391673
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,regime_change,52,0.101420407708497,0.11187922960474254,0.42955113241476495
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,sine,51,0.016735007879908538,0.0210848758403057,1.1577998348863128
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,chirp,51,0.02837218021207293,0.0347491611710958,1.1550148074844822
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,ramp,51,0.011440822423113832,0.01407672637540961,0.8558972537145051
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,piecewise_linear,51,0.014851851162368989,0.018090680755457125,0.9262337110347332
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,first_order_response,51,0.014390847023144469,0.017821681378011985,0.8381619075725374
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,second_order_response,51,0.014724705465551147,0.017921629890033472,0.7795958078805537
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,regime_change,51,0.04932761347139522,0.05894503809503564,0.7341159160256354
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,sine,52,0.017586760802515197,0.022475541377627167,1.0329323703444078
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,chirp,52,0.03626446750322074,0.043862237791930395,0.9627264118886397
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,ramp,52,0.014920249068511766,0.017693002197723504,0.838392041618622
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,piecewise_linear,52,0.014789625405472347,0.018168434126158033,0.8061143210885793
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,first_order_response,52,0.015218110372124108,0.018412363126617075,0.853191579372125
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,second_order_response,52,0.014284270035995528,0.017782466031137402,0.8332925824738668
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,regime_change,52,0.044311432770899446,0.05324913310234513,0.9025095240149957
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,sine,51,0.018824554809078464,0.023392368223265524,1.0435910350549567
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,chirp,51,0.03684726195798419,0.045883592804556166,0.8747308841145289
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,ramp,51,0.012001075248724926,0.01470888276309301,0.8191126165091619
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,piecewise_linear,51,0.015295520508975938,0.018881315324029164,0.887448680545419
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,first_order_response,51,0.015430557747416305,0.018702226197683292,0.7986992725922033
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,second_order_response,51,0.014530437662134908,0.01746929678851439,0.7997819088998995
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,regime_change,51,0.06315121157315476,0.07700978485213562,0.5619089927259164
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,sine,52,0.017913042513615477,0.023577060525032074,0.9846738190843518
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,chirp,52,0.04524632968054238,0.05640294549462526,0.7486725105669412
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,ramp,52,0.015516189207080993,0.018273105138302728,0.8117762209893342
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,piecewise_linear,52,0.014378506938361334,0.01836613772829776,0.7974368458690573
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,first_order_response,52,0.01584079722233429,0.01927784740766769,0.8148873078911911
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,second_order_response,52,0.014847839670362958,0.01863277186249821,0.7952653073407812
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,regime_change,52,0.05719840660565282,0.07263453532082426,0.661639116408452
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,sine,51,0.020182325513797086,0.025209718196650972,0.968359327782863
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,chirp,51,0.057989769431743256,0.065524851540905,0.6125278387731257
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ramp,51,0.009598545938463605,0.011938233903592912,1.0092138873554495
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,piecewise_linear,51,0.013683016526976455,0.016625073514879192,1.0078871745303946
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,first_order_response,51,0.011983123024516606,0.01483105008942506,1.0071744326853365
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,second_order_response,51,0.01137345186600069,0.013909543344459955,1.0044634238996564
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,regime_change,51,0.09895268825059478,0.11105778125391663,0.3896394304633831
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,sine,52,0.01936094268266245,0.024180412042692532,0.9601041615410427
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,chirp,52,0.08108571810539354,0.09161745424158879,0.4609092793113518
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ramp,52,0.012515993269717689,0.014728615423605134,1.007132836881508
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,piecewise_linear,52,0.011410649172548802,0.014617917529562185,1.001909807688531
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,first_order_response,52,0.012406740186947788,0.015597306845065583,1.0071785681988643
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,second_order_response,52,0.011773194464451799,0.01474412769841506,1.005010085705727
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,regime_change,52,0.09987531402156057,0.11067053136917203,0.43424251402659725
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,sine,51,0.020182325513797086,0.025209718196650972,0.968359327782863
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,chirp,51,0.057989769431743256,0.065524851540905,0.6125278387731257
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,ramp,51,0.009598545938463605,0.011938233903592912,1.0092138873554495
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,piecewise_linear,51,0.013683016526976455,0.016625073514879192,1.0078871745303946
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,first_order_response,51,0.011983123024516606,0.01483105008942506,1.0071744326853365
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,second_order_response,51,0.01137345186600069,0.013909543344459955,1.0044634238996564
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,regime_change,51,0.09895268825059478,0.11105778125391663,0.3896394304633831
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,sine,52,0.01936094268266245,0.024180412042692532,0.9601041615410427
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,chirp,52,0.08108571810539354,0.09161745424158879,0.4609092793113518
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,ramp,52,0.012515993269717689,0.014728615423605134,1.007132836881508
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,piecewise_linear,52,0.011410649172548802,0.014617917529562185,1.001909807688531
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,first_order_response,52,0.012406740186947788,0.015597306845065583,1.0071785681988643
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,second_order_response,52,0.011773194464451799,0.01474412769841506,1.005010085705727
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,regime_change,52,0.09987531402156057,0.11067053136917203,0.43424251402659725
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,sine,51,0.03147719220698725,0.03808667061112778,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,chirp,51,0.18870375521241475,0.211424617750973,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,ramp,51,0.018207126586869266,0.021968516188559876,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,piecewise_linear,51,0.02927565515684303,0.034381587115840155,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,first_order_response,51,0.03572672123932302,0.04068206903486846,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,second_order_response,51,0.03898773558933959,0.04392911517293984,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,regime_change,51,0.3709163126455615,0.41799995207067764,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,sine,52,0.02540764242802479,0.033879054353144956,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,chirp,52,0.2848932154745103,0.32369689448523103,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,ramp,52,0.028522552480684523,0.0334321523705819,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,piecewise_linear,52,0.01845461346171429,0.023773652702192474,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,first_order_response,52,0.03512940268974652,0.04120014284508577,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,second_order_response,52,0.036993968407473675,0.04145343795312044,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,regime_change,52,0.38408343601664624,0.4248032430322224,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,sine,51,0.08919173044685964,0.10051784823711189,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,chirp,51,0.27795499130878537,0.3106482285440044,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,ramp,51,0.019860445774649627,0.0249566869594158,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,piecewise_linear,51,0.029136996807268865,0.039015029257366024,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,first_order_response,51,0.024894158969475742,0.03150925138524204,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,second_order_response,51,0.02381099470829894,0.028834575004165718,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,regime_change,51,0.48089802324377473,0.5331429433188708,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,sine,52,0.08065790262313767,0.09301911039456608,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,chirp,52,0.3899165013650822,0.437551407966384,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,ramp,52,0.0207435870120265,0.025227674215371535,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,piecewise_linear,52,0.023797072744577267,0.03105065036625235,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,first_order_response,52,0.02462771466217028,0.03079696125116268,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,second_order_response,52,0.02106572548893989,0.027332407995073603,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,regime_change,52,0.48239461930127453,0.531570351274743,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,sine,51,0.08593214384899672,0.09601837084823817,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,chirp,51,0.13724542245728072,0.15994357165864417,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,ramp,51,0.014874357669698782,0.01744763092442472,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,piecewise_linear,51,0.02593964463173177,0.037817269387247734,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,first_order_response,51,0.01666790273805535,0.020071944803441138,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,second_order_response,51,0.017883538249428024,0.022288208822548443,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,regime_change,51,0.17147992401253206,0.21737770412443438,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,sine,52,0.08388309898439965,0.09292399689869903,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,chirp,52,0.15644946404569515,0.2043644553431523,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,ramp,52,0.01442983048979362,0.01699064475136297,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,piecewise_linear,52,0.014689057189778339,0.01858290848170556,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,first_order_response,52,0.016842837653191917,0.021317621983345407,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,second_order_response,52,0.0146562924961692,0.018863102248992035,
