condition_id,seed,horizon,context_length,tolerance,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,ok,,,364,5,15,16,6.076923076923077,30.384615384615383,243.07692307692307,10.531645569620254,2.1063291139240508,0.031247000481388218,0.04551188053500962,0.7274157836823906,True,True,True,True,1.7118599,0.0004257,0.0004257,0.0004257,4.19e-05,4.19e-05,4.19e-05,115080,368
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.680672268907563,8.403361344537815,67.22689075630252,38.08,7.616,0.018578951024382732,0.025073490549388927,0.44970995192973934,True,True,True,True,1.3624404,0.0004254,0.0004254,0.0004254,4.36e-05,4.36e-05,4.36e-05,115080,368
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.664835164835165,8.324175824175825,66.5934065934066,38.44224422442244,7.688448844884488,0.01856653372695207,0.025052720955145075,0.4004173071456506,True,True,True,True,1.3624404,0.0004254,0.0004254,0.0004254,3.75e-05,3.75e-05,3.75e-05,115080,368
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.14067853580182293,0.2608225989096394,1.0,,,,,0.0571467,0.0002507,0.0002507,0.0002507,2.73e-05,2.73e-05,2.73e-05,22512,80
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15352420316733645,0.28134932511040894,1.0,,,,,0.0571467,0.0002507,0.0002507,0.0002507,2.93e-05,2.93e-05,2.93e-05,22512,80
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17745939516340384,0.3022705012482816,1.1589122357951873,,,,,0.0639808,0.0002411,0.0002411,0.0002411,2.7e-05,2.7e-05,2.7e-05,22512,80
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.18600323220295467,0.3182012121592423,1.1309826744186136,,,,,0.0639808,0.0002411,0.0002411,0.0002411,3.79e-05,3.79e-05,3.79e-05,22512,80
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,ok,,,357,5,15,16,33.31652661064426,166.5826330532213,1332.6610644257703,1.920968555574239,0.38419371111484785,0.13230343600968134,0.20336580509824215,0.7797092964658985,True,False,False,False,4.0861355,0.0004113,0.0004113,0.0004113,4.34e-05,4.34e-05,4.34e-05,112560,368
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,ok,,,364,5,15,16,34.425824175824175,172.12912087912088,1377.032967032967,1.8590695076210997,0.37181390152421995,0.14408177109522086,0.23257130716085175,0.8266282745465432,True,False,False,False,4.0861355,0.0004113,0.0004113,0.0004113,4.74e-05,4.74e-05,4.74e-05,112560,368
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,ok,,,357,5,15,16,5.946778711484594,29.73389355742297,237.87114845938376,10.762129062647197,2.1524258125294393,0.10696505846115618,0.16688197048633358,0.6398294134939931,True,True,True,True,1.6392824,0.0004077,0.0004077,0.0004077,4.35e-05,4.35e-05,4.35e-05,112560,368
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,ok,,,364,5,15,16,6.115384615384615,30.576923076923077,244.6153846153846,10.465408805031448,2.0930817610062893,0.11692197710864768,0.1838402878138158,0.65342359624169,True,True,True,True,1.6392824,0.0004077,0.0004077,0.0004077,3.79e-05,3.79e-05,3.79e-05,112560,368
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6778711484593838,8.38935574229692,67.11484593837535,38.143572621035055,7.628714524207012,0.06947248845935826,0.13102093513062976,0.5023373575693159,True,True,True,True,1.3815452,0.0004374,0.0004374,0.0004374,4.58e-05,4.58e-05,4.58e-05,112560,368
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.6593406593406594,8.296703296703297,66.37362637362638,38.56953642384106,7.7139072847682115,0.08151203109438061,0.14822693882403112,0.5268430580590977,True,True,True,True,1.3815452,0.0004374,0.0004374,0.0004374,3.96e-05,3.96e-05,3.96e-05,112560,368
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017315109134517004,0.02310810038000919,1.0,,,,,0.05648,0.0003066,0.0003066,0.0003066,3.12e-05,3.12e-05,3.12e-05,20496,80
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017011045577827514,0.022690235192185753,1.0,,,,,0.05648,0.0003066,0.0003066,0.0003066,6.07e-05,6.07e-05,6.07e-05,20496,80
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.01832547824715123,0.025099143678640537,1.0861621364754759,,,,,0.0647108,0.0002338,0.0002338,0.0002338,2.82e-05,2.82e-05,2.82e-05,20496,80
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.018134118527041637,0.024073298174686477,1.0609541051816438,,,,,0.0647108,0.0002338,0.0002338,0.0002338,2.93e-05,2.93e-05,2.93e-05,20496,80
seed-31415__h-1__c-128__tol-0p01__vectorchain,31415,1,128,0.01,vectorchain,validation,ok,,,357,5,15,16,67.04481792717087,335.22408963585434,2681.7927170868347,1.9091706705661167,0.3818341341132233,0.016003837990820915,0.021299849485663592,0.9217481807414202,True,False,False,False,8.621365,0.0003956,0.0003956,0.0003956,4.42e-05,4.42e-05,4.42e-05,102480,368
seed-31415__h-1__c-128__tol-0p01__vectorchain,31415,1,128,0.01,vectorchain,test,ok,,,357,5,15,16,69.13725490196079,345.6862745098039,2765.4901960784314,1.8513896766874645,0.3702779353374929,0.01561338284596745,0.02162141221982848,0.9528950245202675,True,False,False,False,8.621365,0.0003956,0.0003956,0.0003956,3.81e-05,3.81e-05,3.81e-05,102480,368
seed-31415__h-1__c-128__tol-0p03__vectorchain,31415,1,128,0.03,vectorchain,validation,ok,,,357,5,15,16,11.30812324929972,56.5406162464986,452.3249299719888,11.319296507307406,2.263859301461481,0.014715075793203847,0.01868560372610518,0.808617039861489,True,True,True,True,2.9345444,0.0003925,0.0003925,0.0003925,4.06e-05,4.06e-05,4.06e-05,102480,368
seed-31415__h-1__c-128__tol-0p03__vectorchain,31415,1,128,0.03,vectorchain,test,ok,,,357,5,15,16,11.736694677871148,58.68347338935574,469.4677871148459,10.905966587112173,2.1811933174224345,0.014320364498216158,0.01806694369392539,0.7962431213647108,True,True,True,True,2.9345444,0.0003925,0.0003925,0.0003925,3.74e-05,3.74e-05,3.74e-05,102480,368
seed-31415__h-1__c-128__tol-0p1__vectorchain,31415,1,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6442577030812324,13.221288515406162,105.7703081232493,48.40677966101695,9.68135593220339,0.012513106880847736,0.01585883330693249,0.68628892233184,True,True,True,True,2.4925969,0.0003842,0.0003842,0.0003842,4.07e-05,4.07e-05,4.07e-05,102480,368
seed-31415__h-1__c-128__tol-0p1__vectorchain,31415,1,128,0.1,vectorchain,test,ok,,,357,5,15,16,2.5938375350140057,12.969187675070028,103.75350140056022,49.347732181425485,9.869546436285097,0.012406001901591492,0.015548767153650086,0.6852624938416194,True,True,True,True,2.4925969,0.0003842,0.0003842,0.0003842,3.6e-05,3.6e-05,3.6e-05,102480,368
seed-31415__h-4__c-128__tol-na__raw,31415,4,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.0445882236563173,0.07378359867919666,1.0,,,,,0.0599478,0.0002266,0.0002266,0.0002266,2.73e-05,2.73e-05,2.73e-05,20328,80
seed-31415__h-4__c-128__tol-na__raw,31415,4,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.047290390605101124,0.07751448676320012,1.0,,,,,0.0599478,0.0002266,0.0002266,0.0002266,2.8e-05,2.8e-05,2.8e-05,20328,80
seed-31415__h-4__c-128__tol-na__first_difference,31415,4,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04569228937151931,0.06751529070143478,0.9150446970604426,,,,,0.0602374,0.0002318,0.0002318,0.0002318,2.84e-05,2.84e-05,2.84e-05,20328,80
seed-31415__h-4__c-128__tol-na__first_difference,31415,4,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.045964408645370165,0.06680851104698116,0.8618841952869433,,,,,0.0602374,0.0002318,0.0002318,0.0002318,3.08e-05,3.08e-05,3.08e-05,20328,80
seed-31415__h-4__c-128__tol-0p01__vectorchain,31415,4,128,0.01,vectorchain,validation,ok,,,357,5,15,16,67.01120448179272,335.0560224089636,2680.448179271709,1.910128328386908,0.3820256656773816,0.03349628266652407,0.047178367824284875,0.639415380502264,True,False,False,False,8.2392368,0.0003832,0.0003832,0.0003832,3.63e-05,3.63e-05,3.63e-05,101640,368
seed-31415__h-4__c-128__tol-0p01__vectorchain,31415,4,128,0.01,vectorchain,test,ok,,,364,5,15,16,69.17857142857143,345.89285714285717,2767.1428571428573,1.8502839442436758,0.3700567888487351,0.03385183247857312,0.0499375031448948,0.6442344551341666,True,False,False,False,8.2392368,0.0003832,0.0003832,0.0003832,3.73e-05,3.73e-05,3.73e-05,101640,368
seed-31415__h-4__c-128__tol-0p03__vectorchain,31415,4,128,0.03,vectorchain,validation,ok,,,357,5,15,16,11.268907563025211,56.34453781512605,450.7563025210084,11.358687546607008,2.271737509321402,0.028848007494009377,0.04095792622395885,0.5551088176389933,True,True,True,True,2.9311949,0.0003998,0.0003998,0.0003998,5.13e-05,5.13e-05,5.13e-05,101640,368
seed-31415__h-4__c-128__tol-0p03__vectorchain,31415,4,128,0.03,vectorchain,test,ok,,,364,5,15,16,11.75,58.75,470.0,10.893617021276595,2.178723404255319,0.031884246262285316,0.04531955444934715,0.5846591565237911,True,True,True,True,2.9311949,0.0003998,0.0003998,0.0003998,3.7e-05,3.7e-05,3.7e-05,101640,368
seed-31415__h-4__c-128__tol-0p1__vectorchain,31415,4,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.641456582633053,13.207282913165265,105.65826330532212,48.45811240721103,9.691622481442206,0.021710328066803043,0.03314629208988719,0.4492365875782745,True,True,True,True,2.5079756,0.0003921,0.0003921,0.0003921,4.1e-05,4.1e-05,4.1e-05,101640,368
seed-31415__h-4__c-128__tol-0p1__vectorchain,31415,4,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.5961538461538463,12.98076923076923,103.84615384615384,49.303703703703704,9.860740740740741,0.024838285026105217,0.037271476067254145,0.48083239177104015,True,True,True,True,2.5079756,0.0003921,0.0003921,0.0003921,3.7e-05,3.7e-05,3.7e-05,101640,368
seed-31415__h-16__c-128__tol-na__raw,31415,16,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.17091175933170122,0.2991364303136863,1.0,,,,,0.0531956,0.0002582,0.0002582,0.0002582,2.76e-05,2.76e-05,2.76e-05,19824,80
seed-31415__h-16__c-128__tol-na__raw,31415,16,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.17968968696669194,0.30558854654472434,1.0,,,,,0.0531956,0.0002582,0.0002582,0.0002582,2.86e-05,2.86e-05,2.86e-05,19824,80
seed-31415__h-16__c-128__tol-na__first_difference,31415,16,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.167742682985354,0.2600635091239394,0.8693809338141345,,,,,0.0585853,0.0002042,0.0002042,0.0002042,2.72e-05,2.72e-05,2.72e-05,19824,80
seed-31415__h-16__c-128__tol-na__first_difference,31415,16,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16128124121666032,0.24606676523973806,0.8052224732307662,,,,,0.0585853,0.0002042,0.0002042,0.0002042,2.82e-05,2.82e-05,2.82e-05,19824,80
seed-31415__h-16__c-128__tol-0p01__vectorchain,31415,16,128,0.01,vectorchain,validation,ok,,,357,5,15,16,67.0280112044818,335.14005602240894,2681.1204481792715,1.9096493794140998,0.38192987588282,0.12278689863087483,0.1802792968678053,0.6026658026197521,True,False,False,False,8.3432931,0.0003653,0.0003653,0.0003653,3.67e-05,3.67e-05,3.67e-05,99120,368
seed-31415__h-16__c-128__tol-0p01__vectorchain,31415,16,128,0.01,vectorchain,test,ok,,,364,5,15,16,69.18681318681318,345.9340659340659,2767.4725274725274,1.8500635324015249,0.370012706480305,0.12645497985449894,0.1963252936705497,0.6424497772916911,True,False,False,False,8.3432931,0.0003653,0.0003653,0.0003653,3.71e-05,3.71e-05,3.71e-05,99120,368
seed-31415__h-16__c-128__tol-0p03__vectorchain,31415,16,128,0.03,vectorchain,validation,ok,,,357,5,15,16,11.176470588235293,55.88235294117647,447.05882352941177,11.452631578947368,2.2905263157894735,0.11068521916822052,0.18069385383004724,0.6040516484086024,True,True,True,True,3.0273277,0.0004598,0.0004598,0.0004598,5.23e-05,5.23e-05,5.23e-05,99120,368
seed-31415__h-16__c-128__tol-0p03__vectorchain,31415,16,128,0.03,vectorchain,test,ok,,,364,5,15,16,11.846153846153847,59.23076923076923,473.84615384615387,10.805194805194805,2.161038961038961,0.12539449771684302,0.201700225709059,0.6600385648928082,True,True,True,True,3.0273277,0.0004598,0.0004598,0.0004598,4.24e-05,4.24e-05,4.24e-05,99120,368
seed-31415__h-16__c-128__tol-0p1__vectorchain,31415,16,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.630252100840336,13.15126050420168,105.21008403361344,48.66453674121406,9.732907348242811,0.09871156513564353,0.18394520364383854,0.6149207685969452,True,True,True,True,2.5084571,0.0003939,0.0003939,0.0003939,4.17e-05,4.17e-05,4.17e-05,99120,368
seed-31415__h-16__c-128__tol-0p1__vectorchain,31415,16,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.5961538461538463,12.98076923076923,103.84615384615384,49.303703703703704,9.860740740740741,0.1269031751512994,0.23985525647287986,0.7848960937342457,True,True,True,True,2.5084571,0.0003939,0.0003939,0.0003939,3.77e-05,3.77e-05,3.77e-05,99120,368
seed-104729__h-1__c-32__tol-na__raw,104729,1,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.011798661380078476,0.014625625438226791,1.0,,,,,0.0598516,0.0002505,0.0002505,0.0002505,2.74e-05,2.74e-05,2.74e-05,24528,80
seed-104729__h-1__c-32__tol-na__raw,104729,1,32,,raw,test,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.012471475790279487,0.016090501905939573,1.0,,,,,0.0598516,0.0002505,0.0002505,0.0002505,2.82e-05,2.82e-05,2.82e-05,24528,80
seed-104729__h-1__c-32__tol-na__first_difference,104729,1,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.013680999796256555,0.018056401662605293,1.2345729581869047,,,,,0.0664915,0.0002382,0.0002382,0.0002382,2.82e-05,2.82e-05,2.82e-05,24528,80
seed-104729__h-1__c-32__tol-na__first_difference,104729,1,32,,first_difference,test,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.015245587599188808,0.020640464298125834,1.2827731800278217,,,,,0.0664915,0.0002382,0.0002382,0.0002382,2.92e-05,2.92e-05,2.92e-05,24528,80
seed-104729__h-1__c-32__tol-0p01__vectorchain,104729,1,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.988795518207283,84.94397759103641,679.5518207282913,1.8835943940643034,0.3767188788128607,0.014000915848468501,0.01906713418427326,1.3036799188387362,False,False,False,False,1.9659754,0.000413,0.000413,0.000413,3.56e-05,3.56e-05,3.56e-05,122640,368
seed-104729__h-1__c-32__tol-0p01__vectorchain,104729,1,32,0.01,vectorchain,test,ok,,,357,5,15,16,17.03641456582633,85.18207282913166,681.4565826330532,1.8783294968760276,0.3756658993752055,0.015312352270549652,0.021069350282197707,1.3094277857436047,False,False,False,False,1.9659754,0.000413,0.000413,0.000413,3.55e-05,3.55e-05,3.55e-05,122640,368
seed-104729__h-1__c-32__tol-0p03__vectorchain,104729,1,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.1316526610644257,15.658263305322128,125.26610644257703,10.21824686940966,2.043649373881932,0.014309148180619102,0.01910569926559489,1.3063167347126634,False,True,True,False,0.8754235,0.0003856,0.0003856,0.0003856,3.62e-05,3.62e-05,3.62e-05,122640,368
seed-104729__h-1__c-32__tol-0p03__vectorchain,104729,1,32,0.03,vectorchain,test,ok,,,357,5,15,16,3.330532212885154,16.65266106442577,133.22128851540617,9.6080740117746,1.92161480235492,0.015811867760993147,0.02088426098752233,1.2979247701287187,False,True,True,False,0.8754235,0.0003856,0.0003856,0.0003856,3.69e-05,3.69e-05,3.69e-05,122640,368
seed-104729__h-1__c-32__tol-0p1__vectorchain,104729,1,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.014585985816057407,0.019153407389457935,1.3095786891545127,False,True,True,False,0.7199476,0.00042,0.00042,0.00042,3.6e-05,3.6e-05,3.6e-05,122640,368
seed-104729__h-1__c-32__tol-0p1__vectorchain,104729,1,32,0.1,vectorchain,test,ok,,,357,5,15,16,1.2212885154061626,6.106442577030812,48.851540616246496,26.20183486238532,5.240366972477065,0.01490290251651043,0.020186610690805684,1.2545668748439782,False,True,True,False,0.7199476,0.00042,0.00042,0.00042,3.65e-05,3.65e-05,3.65e-05,122640,368
seed-104729__h-4__c-32__tol-na__raw,104729,4,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.02429790156396089,0.03524808021139431,1.0,,,,,0.0579083,0.0002361,0.0002361,0.0002361,2.7e-05,2.7e-05,2.7e-05,24360,80
seed-104729__h-4__c-32__tol-na__raw,104729,4,32,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.026450552523535936,0.03919337246111951,1.0,,,,,0.0579083,0.0002361,0.0002361,0.0002361,2.84e-05,2.84e-05,2.84e-05,24360,80
seed-104729__h-4__c-32__tol-na__first_difference,104729,4,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03279551750804668,0.05210197574868698,1.4781507371809848,,,,,0.0647884,0.0002188,0.0002188,0.0002188,2.67e-05,2.67e-05,2.67e-05,24360,80
seed-104729__h-4__c-32__tol-na__first_difference,104729,4,32,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03523659628968238,0.05682765222854551,1.449930145330553,,,,,0.0647884,0.0002188,0.0002188,0.0002188,2.87e-05,2.87e-05,2.87e-05,24360,80
seed-104729__h-4__c-32__tol-0p01__vectorchain,104729,4,32,0.01,vectorchain,validation,ok,,,357,5,15,16,17.030812324929972,85.15406162464986,681.2324929971988,1.8789473684210527,0.37578947368421056,0.0315156530421727,0.0509360530974754,1.4450731158121282,False,False,False,False,1.9864683,0.000417,0.000417,0.000417,5.32e-05,5.32e-05,5.32e-05,121800,368
seed-104729__h-4__c-32__tol-0p01__vectorchain,104729,4,32,0.01,vectorchain,test,ok,,,364,5,15,16,17.032967032967033,85.16483516483517,681.3186813186813,1.8787096774193548,0.37574193548387097,0.03235760960553631,0.05272713811827593,1.3453075050018253,False,False,False,False,1.9864683,0.000417,0.000417,0.000417,3.71e-05,3.71e-05,3.71e-05,121800,368
seed-104729__h-4__c-32__tol-0p03__vectorchain,104729,4,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.145658263305322,15.72829131652661,125.82633053221288,10.172751558325913,2.034550311665183,0.03254462786717574,0.050094043586706855,1.4211850201848277,False,True,True,False,0.8846588,0.0004265,0.0004265,0.0004265,3.57e-05,3.57e-05,3.57e-05,121800,368
seed-104729__h-4__c-32__tol-0p03__vectorchain,104729,4,32,0.03,vectorchain,test,ok,,,364,5,15,16,3.3131868131868134,16.565934065934066,132.52747252747253,9.65837479270315,1.9316749585406303,0.03238449712160676,0.05004495486783949,1.276872892667885,False,True,True,False,0.8846588,0.0004265,0.0004265,0.0004265,3.67e-05,3.67e-05,3.67e-05,121800,368
seed-104729__h-4__c-32__tol-0p1__vectorchain,104729,4,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.03006469879112744,0.05366337572999123,1.5224481846430882,False,True,True,False,0.7486804,0.0004292,0.0004292,0.0004292,5.4e-05,5.4e-05,5.4e-05,121800,368
seed-104729__h-4__c-32__tol-0p1__vectorchain,104729,4,32,0.1,vectorchain,test,ok,,,364,5,15,16,1.2225274725274726,6.112637362637362,48.9010989010989,26.1752808988764,5.235056179775281,0.028409663337180133,0.05290028778075483,1.349725335150294,False,True,True,False,0.7486804,0.0004292,0.0004292,0.0004292,3.87e-05,3.87e-05,3.87e-05,121800,368
seed-104729__h-16__c-32__tol-na__raw,104729,16,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10157149576743064,0.17766659061450465,1.0,,,,,0.0593544,0.0002431,0.0002431,0.0002431,3.21e-05,3.21e-05,3.21e-05,23856,80
seed-104729__h-16__c-32__tol-na__raw,104729,16,32,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.11586817050658374,0.20300661511911278,1.0,,,,,0.0593544,0.0002431,0.0002431,0.0002431,2.93e-05,2.93e-05,2.93e-05,23856,80
seed-104729__h-16__c-32__tol-na__first_difference,104729,16,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.1352115812301308,0.234607486873131,1.3204929866762338,,,,,0.067793,0.0002263,0.0002263,0.0002263,3.16e-05,3.16e-05,3.16e-05,23856,80
seed-104729__h-16__c-32__tol-na__first_difference,104729,16,32,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.14710361737746627,0.2578336110735737,1.2700749230378112,,,,,0.067793,0.0002263,0.0002263,0.0002263,2.89e-05,2.89e-05,2.89e-05,23856,80
seed-104729__h-16__c-32__tol-0p01__vectorchain,104729,16,32,0.01,vectorchain,validation,ok,,,357,5,15,16,17.142857142857142,85.71428571428571,685.7142857142857,1.8666666666666667,0.37333333333333335,0.1299856350530172,0.23007585051537469,1.2949865797480518,False,False,False,False,2.0989257,0.0004223,0.0004223,0.0004223,3.72e-05,3.72e-05,3.72e-05,119280,368
seed-104729__h-16__c-32__tol-0p01__vectorchain,104729,16,32,0.01,vectorchain,test,ok,,,364,5,15,16,16.958791208791208,84.79395604395604,678.3516483516484,1.8869269398995627,0.3773853879799125,0.13083305565808911,0.23185709493655368,1.1421159591302632,False,False,False,False,2.0989257,0.0004223,0.0004223,0.0004223,3.79e-05,3.79e-05,3.79e-05,119280,368
seed-104729__h-16__c-32__tol-0p03__vectorchain,104729,16,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.2016806722689077,16.008403361344538,128.0672268907563,9.994750656167978,1.9989501312335958,0.1281458770824558,0.21662746374490702,1.2192920627094062,False,True,True,False,0.883812,0.0004202,0.0004202,0.0004202,3.86e-05,3.86e-05,3.86e-05,119280,368
seed-104729__h-16__c-32__tol-0p03__vectorchain,104729,16,32,0.03,vectorchain,test,ok,,,364,5,15,16,3.2362637362637363,16.181318681318682,129.45054945054946,9.887945670628183,1.9775891341256366,0.12400844916377644,0.21264552289821806,1.047480757084934,True,True,True,True,0.883812,0.0004202,0.0004202,0.0004202,3.79e-05,3.79e-05,3.79e-05,119280,368
seed-104729__h-16__c-32__tol-0p1__vectorchain,104729,16,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.12451314327094203,0.25434494482990255,1.431585668133702,False,True,True,False,0.7484487,0.0004445,0.0004445,0.0004445,4.35e-05,4.35e-05,4.35e-05,119280,368
seed-104729__h-16__c-32__tol-0p1__vectorchain,104729,16,32,0.1,vectorchain,test,ok,,,364,5,15,16,1.2225274725274726,6.112637362637362,48.9010989010989,26.1752808988764,5.235056179775281,0.1133991500194572,0.24662587021430224,1.214866176009073,False,True,True,False,0.7484487,0.0004445,0.0004445,0.0004445,3.99e-05,3.99e-05,3.99e-05,119280,368
seed-104729__h-1__c-64__tol-na__raw,104729,1,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.01365009129758009,0.01723395039058299,1.0,,,,,0.0591437,0.0002466,0.0002466,0.0002466,3.16e-05,3.16e-05,3.16e-05,23184,80
seed-104729__h-1__c-64__tol-na__raw,104729,1,64,,raw,test,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.014952750019627804,0.019731275983390667,1.0,,,,,0.0591437,0.0002466,0.0002466,0.0002466,2.86e-05,2.86e-05,2.86e-05,23184,80
seed-104729__h-1__c-64__tol-na__first_difference,104729,1,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.017559130461792572,0.024683168041954237,1.4322408665770363,,,,,0.0665591,0.0002197,0.0002197,0.0002197,2.76e-05,2.76e-05,2.76e-05,23184,80
seed-104729__h-1__c-64__tol-na__first_difference,104729,1,64,,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019198575692075587,0.027317142438451302,1.3844589909667395,,,,,0.0665591,0.0002197,0.0002197,0.0002197,2.88e-05,2.88e-05,2.88e-05,23184,80
seed-104729__h-1__c-64__tol-0p01__vectorchain,104729,1,64,0.01,vectorchain,validation,ok,,,357,5,15,16,34.568627450980394,172.84313725490196,1382.7450980392157,1.8513896766874645,0.3702779353374929,0.01631344641215696,0.023253571976644096,1.3492885525161056,False,False,False,False,4.1088955,0.0004009,0.0004009,0.0004009,6.02e-05,6.02e-05,6.02e-05,115920,368
seed-104729__h-1__c-64__tol-0p01__vectorchain,104729,1,64,0.01,vectorchain,test,ok,,,357,5,15,16,34.022408963585434,170.11204481792717,1360.8963585434174,1.881113123662111,0.3762226247324222,0.01682161663895086,0.02439187214837105,1.2362034857200095,False,False,False,False,4.1088955,0.0004009,0.0004009,0.0004009,3.8e-05,3.8e-05,3.8e-05,115920,368
